gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,LTV,CustomerSegment
1,0,0,1,23,1,0,0,0,2,0,2,0,0,0,0,2,54.15,1312.45,0,1245.45,Medium Value
1,0,0,1,8,1,0,2,1,1,1,1,1,1,0,0,0,19.45,159.2,0,155.6,Low Value
1,0,1,1,19,0,1,0,2,2,0,0,0,0,0,1,3,34.95,610.2,0,664.0500000000001,Low Value
0,0,0,0,7,1,2,0,2,0,0,0,0,0,0,1,2,53.65,404.35,0,375.55,Low Value
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,1,69.65,Low Value
1,0,0,0,61,1,2,1,2,0,2,0,2,2,1,0,2,104.0,6363.45,0,6344.0,High Value
0,0,1,0,57,1,0,0,2,2,0,2,2,0,2,1,1,70.35,4124.65,0,4009.95,Medium Value
1,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,80.8,713.1,1,727.1999999999999,Low Value
1,0,0,1,15,1,0,0,2,0,2,0,0,2,1,0,3,64.85,950.75,0,972.7499999999999,Low Value
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,0,19.65,Low Value
0,0,1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,45.9,505.95,0,550.8,Low Value
1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,3,20.0,1149.65,0,1080.0,Medium Value
1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,44.8,169.65,0,179.2,Low Value
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,3,80.3,526.7,1,562.1,Low Value
0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.35,393.15,0,407.0,Low Value
0,0,0,1,26,0,1,0,2,0,0,2,0,2,0,0,3,45.8,1147.0,0,1190.8,Medium Value
1,1,1,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.1,3021.6,1,3027.6,Medium Value
0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,108.95,5718.2,0,5774.35,High Value
1,0,0,0,3,1,0,0,0,0,0,2,2,2,0,1,2,69.35,191.35,1,208.04999999999998,Low Value
0,0,0,0,68,0,1,0,2,2,2,2,2,2,2,0,1,64.35,4539.6,0,4375.799999999999,Medium Value
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.8,6397.6,0,6537.599999999999,High Value
1,0,0,0,12,1,2,2,1,1,1,1,1,1,1,0,1,24.95,280.4,0,299.4,Low Value
0,1,1,1,34,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2718.3,1,2706.3999999999996,Medium Value
0,0,1,0,68,1,2,1,2,2,0,0,0,0,2,1,0,84.7,5711.05,0,5759.6,High Value
0,0,0,1,50,1,0,0,2,0,2,2,2,0,1,1,1,70.8,3478.15,0,3540.0,Medium Value
0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,36.45,36.45,1,36.45,Low Value
0,1,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.4,4133.95,0,4280.400000000001,Medium Value
1,1,1,0,30,1,2,1,0,0,0,2,2,2,0,1,2,101.5,2917.65,0,3045.0,Medium Value
1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,2,54.3,54.3,0,54.3,Low Value
1,1,1,1,29,1,2,1,0,0,2,0,2,2,0,1,2,103.95,2964.8,0,3014.55,Medium Value
0,0,1,1,23,1,2,0,2,2,2,2,2,2,2,1,1,91.1,2198.3,0,2095.2999999999997,Medium Value
1,0,0,1,60,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1189.9,0,1197.0,Medium Value
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,26.45,1914.5,0,1904.3999999999999,Medium Value
1,0,0,1,22,1,0,1,0,2,2,0,2,0,0,1,2,89.4,2001.5,1,1966.8000000000002,Medium Value
1,0,0,0,72,1,0,0,2,2,2,2,2,0,2,1,0,75.1,5336.35,0,5407.2,High Value
0,1,0,0,66,1,2,1,0,2,2,0,2,2,1,0,0,108.1,7238.6,0,7134.599999999999,High Value
0,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,110.15,7998.8,0,7930.8,High Value
0,1,1,0,47,1,2,1,2,0,0,0,0,0,0,0,2,80.35,3825.85,1,3776.45,Medium Value
0,0,0,0,51,1,2,1,0,2,2,2,2,2,1,1,2,111.5,5703.25,0,5686.5,High Value
0,0,1,1,70,1,2,1,0,2,2,0,2,2,1,1,2,106.5,7397.0,0,7455.0,High Value
1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,1,2,19.9,164.6,0,179.1,Low Value
1,0,1,1,59,1,2,1,2,2,0,2,2,2,2,1,3,111.1,6555.2,0,6554.9,High Value
1,0,0,1,3,1,0,0,0,0,0,2,2,2,0,0,3,70.7,225.65,0,212.10000000000002,Low Value
1,1,1,0,38,0,1,0,0,0,0,0,0,0,0,1,2,24.85,955.75,0,944.3000000000001,Low Value
0,0,0,0,37,1,2,1,2,2,2,0,0,0,0,0,0,91.2,3382.3,0,3374.4,Medium Value
1,0,0,0,37,1,0,0,2,2,2,2,0,0,2,0,0,65.6,2313.8,0,2427.2,Medium Value
0,1,1,0,24,0,1,0,0,0,2,0,0,2,0,1,1,40.65,933.3,1,975.5999999999999,Low Value
0,0,1,1,14,1,0,0,2,2,0,2,0,0,0,0,0,59.45,780.85,0,832.3000000000001,Low Value
1,0,1,0,72,1,2,1,2,2,0,2,2,2,2,1,1,109.95,7852.4,0,7916.400000000001,High Value
1,0,1,0,53,0,1,0,0,2,2,2,2,2,1,1,2,60.45,3184.25,1,3203.8500000000004,Medium Value
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.9,764.95,1,679.2,Low Value
1,0,1,1,72,0,1,0,2,2,2,0,0,0,2,0,1,38.5,2763.0,0,2772.0,Medium Value
0,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1614.7,0,1573.35,Medium Value
0,0,1,1,2,1,0,1,0,2,0,0,0,0,0,1,0,73.55,145.4,1,147.1,Low Value
0,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,0,20.15,156.25,1,161.2,Low Value
0,0,1,0,48,0,1,0,0,2,2,0,0,0,1,0,3,34.7,1604.5,1,1665.6000000000001,Medium Value
0,0,0,0,10,1,2,2,1,1,1,1,1,1,0,1,3,24.5,270.15,0,245.0,Low Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6,0,20.6,Low Value
0,0,0,0,29,1,0,0,2,0,2,2,0,0,1,0,1,58.0,1734.5,0,1682.0,Medium Value
0,1,1,1,65,1,2,1,0,2,2,0,2,2,1,1,2,107.45,7047.5,0,6984.25,High Value
0,0,0,0,8,1,2,0,2,2,2,0,0,0,0,1,0,65.5,573.15,0,524.0,Low Value
1,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.45,1538.6,0,1552.45,Medium Value
0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,100.15,4459.8,0,4506.75,Medium Value
1,0,1,1,72,1,2,1,0,2,2,0,2,2,1,1,1,104.45,7459.0,0,7520.400000000001,High Value
1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,2,21.15,306.05,0,253.79999999999998,Low Value
1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,2,96.2,639.7,0,673.4,Low Value
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,3,44.4,348.15,0,399.59999999999997,Low Value
0,1,1,0,43,1,2,1,0,0,2,2,2,2,1,1,2,107.55,4533.9,1,4624.65,Medium Value
1,0,1,1,58,1,2,1,0,0,2,2,0,2,2,0,0,94.35,5563.65,0,5472.299999999999,High Value
1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1587.55,1,1580.0,Medium Value
1,0,1,1,2,1,0,2,1,1,1,1,1,1,0,0,3,20.3,40.25,0,40.6,Low Value
0,0,1,0,8,1,0,1,0,2,2,0,2,2,0,0,2,101.15,842.9,1,809.2,Low Value
0,0,1,0,40,1,2,1,2,0,2,0,2,2,1,0,0,105.75,4228.55,0,4230.0,Medium Value
1,0,0,0,9,1,2,1,2,0,0,0,0,0,0,1,2,81.15,784.45,0,730.35,Low Value
1,0,0,0,41,1,0,1,0,2,0,2,2,0,1,1,2,89.55,3729.75,0,3671.5499999999997,Medium Value
0,0,0,0,26,1,0,0,0,2,2,0,0,0,0,1,1,54.75,1406.9,0,1423.5,Medium Value
0,0,1,0,33,1,0,0,0,2,0,2,0,0,1,1,1,53.75,1857.3,0,1773.75,Medium Value
1,0,1,1,68,1,0,1,0,2,2,2,2,2,1,0,1,105.75,7322.5,0,7191.0,High Value
0,1,1,0,65,1,0,1,0,2,2,2,2,2,2,1,1,105.85,6725.5,0,6880.25,High Value
1,0,0,0,55,1,0,0,0,2,0,2,0,2,1,1,2,64.2,3627.3,0,3531.0,Medium Value
1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,88.7,1761.45,1,1774.0,Medium Value
1,0,0,0,19,1,0,1,0,0,0,2,0,2,1,1,1,87.7,1725.95,0,1666.3,Medium Value
0,0,0,0,45,1,2,1,0,0,2,0,0,2,0,1,1,89.3,4192.15,0,4018.5,Medium Value
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,1,20.15,1411.2,0,1410.5,Medium Value
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.75,164.5,1,159.5,Low Value
0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,3,94.55,2724.6,1,2552.85,Medium Value
0,0,1,0,12,1,0,2,1,1,1,1,1,1,2,1,2,20.05,264.55,0,240.60000000000002,Low Value
1,0,0,1,72,0,1,0,2,2,2,2,2,2,2,0,1,67.2,4671.7,0,4838.400000000001,Medium Value
1,0,0,0,12,1,2,1,0,0,0,0,2,2,0,0,2,94.55,1173.55,0,1134.6,Medium Value
0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,69.05,318.5,1,345.25,Low Value
1,1,1,0,71,1,2,1,2,2,2,0,2,2,0,1,2,107.5,7713.55,0,7632.5,High Value
1,1,0,0,35,1,0,0,0,0,2,2,2,2,1,1,2,73.0,2471.25,0,2555.0,Medium Value
1,0,1,1,70,1,2,1,2,2,2,2,2,2,2,0,1,114.75,7842.3,0,8032.5,High Value
0,0,0,0,31,1,2,1,0,0,0,0,0,0,0,1,2,76.05,2227.8,0,2357.5499999999997,Medium Value
1,0,1,1,52,1,2,1,0,0,2,2,0,2,2,1,0,96.25,4990.25,1,5005.0,High Value
1,1,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,101.1,3744.05,1,3740.7,Medium Value
1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,104.7,7220.35,1,7224.3,High Value
1,1,1,0,30,1,2,1,0,0,0,0,0,0,0,0,3,77.9,2351.45,0,2337.0,Medium Value
0,0,0,0,33,1,2,1,2,0,0,0,0,2,0,1,2,90.65,2989.6,0,2991.4500000000003,Medium Value
1,1,1,0,54,1,2,1,0,2,2,2,2,2,2,1,2,110.45,6077.75,0,5964.3,High Value
0,0,0,0,59,1,2,0,2,0,0,2,0,2,1,0,0,68.7,4070.95,0,4053.3,Medium Value
1,1,0,0,55,0,1,0,2,2,0,0,2,0,0,1,2,44.85,2479.05,0,2466.75,Medium Value
1,1,1,0,69,0,1,0,0,0,2,0,0,0,1,1,1,29.8,2134.3,0,2056.2000000000003,Medium Value
0,0,0,0,66,1,2,1,0,2,0,0,2,0,1,1,0,88.9,6000.1,0,5867.400000000001,High Value
1,0,1,1,37,1,0,0,2,0,2,2,0,0,1,1,3,58.75,2203.1,0,2173.75,Medium Value
1,1,1,0,9,1,0,2,1,1,1,1,1,1,1,0,1,19.85,183.15,0,178.65,Low Value
1,0,1,1,69,1,2,0,2,0,2,2,2,2,2,0,0,86.9,6194.1,0,5996.1,High Value
1,0,0,0,10,1,0,0,0,2,0,0,2,0,0,1,3,59.65,638.95,0,596.5,Low Value
1,0,0,1,40,1,0,0,2,2,0,0,0,0,0,1,3,55.25,2139.2,1,2210.0,Medium Value
1,0,0,1,13,1,0,0,0,0,0,0,2,2,0,0,1,66.4,831.75,0,863.2,Low Value
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,90.1,521.3,1,540.5999999999999,Low Value
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.15,1337.5,0,1390.35,Medium Value
0,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,1,108.1,7181.95,0,7134.599999999999,High Value
1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,608.0,1,591.25,Low Value
1,0,1,1,46,1,0,0,2,0,2,2,0,0,1,0,3,56.9,2560.1,0,2617.4,Medium Value
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,89.3,577.6,1,535.8,Low Value
0,0,1,1,56,1,2,1,2,0,2,2,2,2,0,1,3,109.6,5953.0,0,6137.599999999999,High Value
1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,1,25.15,1790.15,0,1760.5,Medium Value
0,0,1,1,33,1,2,0,0,0,2,2,2,2,1,1,2,79.15,2531.4,0,2611.9500000000003,Medium Value
0,0,1,1,72,1,2,0,2,2,0,2,0,0,2,0,1,66.75,4760.3,0,4806.0,Medium Value
0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,95.2,292.85,1,285.6,Low Value
0,0,0,1,19,1,0,0,0,0,0,2,0,0,0,0,3,48.8,953.65,0,927.1999999999999,Low Value
0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,198.0,1,228.5,Low Value
0,0,1,0,71,1,0,0,0,2,2,2,2,2,2,1,1,80.7,5705.05,0,5729.7,High Value
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,2,74.5,609.9,1,596.0,Low Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,20.55,20.55,0,20.55,Low Value
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.65,79.65,1,79.65,Low Value
0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,3,115.1,6993.65,0,7021.099999999999,High Value
0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,0,59.7,4122.65,0,4238.7,Medium Value
0,0,1,0,68,1,2,1,0,2,2,0,0,0,1,0,1,86.45,5762.95,0,5878.6,High Value
1,0,0,0,46,0,1,0,0,0,2,2,0,0,1,0,1,33.7,1537.85,0,1550.2,Medium Value
1,0,0,0,33,1,2,1,2,0,0,0,0,0,1,0,0,80.1,2603.3,0,2643.2999999999997,Medium Value
0,0,1,1,53,1,2,1,2,2,2,2,0,2,2,1,0,104.05,5566.4,0,5514.65,High Value
0,1,1,0,50,1,2,1,2,2,2,0,2,2,0,0,0,108.75,5431.9,0,5437.5,High Value
0,0,0,0,57,0,1,0,2,0,2,2,0,0,1,1,1,41.1,2258.25,0,2342.7000000000003,Medium Value
0,0,1,1,54,1,0,2,1,1,1,1,1,1,2,1,0,20.35,1092.35,0,1098.9,Medium Value
0,1,1,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6401.25,0,6354.0,High Value
0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2812.2,1,2836.4,Medium Value
0,0,1,1,1,1,0,1,0,0,0,0,2,0,0,1,3,80.05,80.05,1,80.05,Low Value
1,0,1,1,29,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2698.35,1,2586.8,Medium Value
0,0,1,1,10,1,0,0,0,2,0,2,0,2,0,1,2,65.5,616.9,0,655.0,Low Value
1,0,0,1,43,0,1,0,2,2,2,0,0,0,0,1,2,40.45,1912.85,0,1739.3500000000001,Medium Value
1,1,1,0,13,1,0,1,0,0,0,0,0,0,0,0,0,70.45,849.1,0,915.85,Low Value
0,0,1,0,43,1,0,0,2,0,2,2,2,2,2,1,2,78.8,3460.3,0,3388.4,Medium Value
1,0,1,1,19,1,2,1,0,0,0,0,0,2,0,1,2,83.65,1465.75,1,1589.3500000000001,Medium Value
1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,1,2,90.1,90.1,0,90.1,Low Value
0,0,0,0,69,1,0,0,2,0,2,2,2,2,2,1,1,82.45,5555.3,0,5689.05,High Value
0,0,1,0,61,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1278.8,0,1235.25,Medium Value
1,0,1,0,43,1,2,0,2,2,0,2,0,0,0,0,0,66.25,2907.35,0,2848.75,Medium Value
0,0,1,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,146.3,1,117.0,Low Value
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,51.25,51.25,1,51.25,Low Value
1,0,1,0,56,1,0,1,0,0,0,0,2,2,0,0,3,89.7,4952.95,0,5023.2,High Value
0,0,1,0,70,0,1,0,2,2,2,2,2,2,2,0,0,64.55,4504.9,0,4518.5,Medium Value
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.6,45.6,1,45.6,Low Value
1,0,1,1,49,1,2,1,0,2,2,0,2,0,1,1,2,93.65,4520.15,0,4588.85,Medium Value
0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,49.65,267.35,1,297.9,Low Value
0,0,1,1,32,1,0,0,2,2,2,2,0,2,2,0,3,73.6,2316.85,0,2355.2,Medium Value
0,1,1,0,72,1,2,1,2,0,2,2,2,2,2,1,3,109.75,8075.35,0,7902.0,High Value
1,0,0,1,37,1,0,0,2,2,0,2,0,0,2,0,1,61.45,2302.35,0,2273.65,Medium Value
0,0,1,0,69,1,0,1,2,2,0,2,2,2,1,1,1,106.4,7251.9,0,7341.6,High Value
0,0,1,0,26,1,0,0,0,2,2,2,2,2,0,0,0,81.9,2078.55,0,2129.4,Medium Value
0,0,1,1,58,1,2,1,0,2,2,0,2,2,1,1,1,105.2,6225.4,0,6101.6,High Value
1,0,0,0,24,1,2,0,0,0,0,2,0,0,1,0,0,54.6,1242.25,0,1310.4,Medium Value
1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,2,20.55,99.45,0,102.75,Low Value
1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,288.05,1,300.0,Low Value
0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,19.7,599.25,0,591.0,Low Value
0,0,1,0,55,1,2,0,2,2,0,2,0,0,1,1,1,66.05,3462.1,0,3632.75,Medium Value
0,0,1,0,25,0,1,0,0,0,0,0,2,0,0,1,0,34.0,853.0,1,850.0,Low Value
1,1,1,0,10,1,0,1,0,2,2,2,2,0,0,1,3,92.5,934.1,1,925.0,Low Value
1,0,1,1,44,0,1,0,2,2,2,2,0,2,2,1,1,54.05,2375.2,0,2378.2,Medium Value
0,0,0,0,47,1,0,0,2,2,0,2,0,0,1,1,3,58.9,2813.05,0,2768.2999999999997,Medium Value
0,0,1,1,13,1,0,1,0,0,0,0,2,2,0,0,2,88.35,1222.8,1,1148.55,Medium Value
0,0,1,1,49,1,2,1,0,2,2,2,2,2,2,1,0,107.95,5293.2,1,5289.55,High Value
0,0,1,0,64,1,0,1,2,0,0,2,2,2,1,1,3,96.9,6314.35,0,6201.6,High Value
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.1,19.1,0,19.1,Low Value
1,0,0,0,20,1,0,0,0,0,0,2,0,0,0,0,3,50.0,1003.05,0,1000.0,Low Value
0,0,1,0,37,0,1,0,2,0,0,2,2,0,2,0,2,45.4,1593.1,0,1679.8,Medium Value
1,0,1,1,30,1,2,1,0,0,0,0,2,0,0,0,2,85.45,2509.95,0,2563.5,Medium Value
0,0,0,0,38,1,2,0,2,2,2,0,2,2,1,0,0,84.1,3187.65,0,3195.7999999999997,Medium Value
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.45,74.45,1,74.45,Low Value
0,0,0,0,37,1,0,0,0,0,0,0,2,2,0,1,2,64.75,2345.2,1,2395.75,Medium Value
0,0,1,0,52,0,1,0,2,2,2,2,2,2,2,0,1,66.25,3330.1,0,3445.0,Medium Value
1,0,0,1,71,1,0,0,2,2,2,2,2,0,2,1,1,76.9,5522.7,0,5459.900000000001,High Value
1,0,0,0,26,1,0,1,0,2,2,0,2,0,0,0,2,89.8,2335.3,1,2334.7999999999997,Medium Value
1,0,0,0,66,1,2,0,2,2,2,0,0,2,2,1,1,74.6,4798.4,0,4923.599999999999,Medium Value
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.95,8594.4,0,8420.4,High Value
1,0,0,1,25,0,1,0,2,0,0,0,2,0,1,1,1,40.65,970.55,0,1016.25,Medium Value
1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,1,0,114.35,7665.8,0,7890.15,High Value
1,0,1,1,53,1,2,0,2,2,0,0,0,2,2,0,0,69.7,3686.05,0,3694.1000000000004,Medium Value
0,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,3,95.5,1115.15,1,1146.0,Medium Value
1,0,0,0,26,1,0,1,0,0,2,2,2,2,0,1,2,98.65,2537.0,0,2564.9,Medium Value
1,0,0,0,21,1,0,0,0,0,2,0,0,2,0,0,3,61.65,1393.6,0,1294.6499999999999,Medium Value
0,0,0,1,1,1,0,1,0,0,0,0,2,2,0,1,2,89.35,89.35,0,89.35,Low Value
1,0,0,0,48,1,2,1,2,0,0,2,0,2,0,1,2,95.4,4445.3,0,4579.200000000001,Medium Value
0,0,1,0,26,0,1,0,2,0,2,0,0,0,1,0,1,35.4,978.6,0,920.4,Low Value
1,0,1,0,60,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1258.15,0,1197.0,Medium Value
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,19.25,331.35,0,346.5,Low Value
0,1,0,0,10,0,1,0,0,0,0,2,0,0,0,1,2,29.65,291.4,1,296.5,Low Value
1,0,1,1,5,1,2,1,2,0,2,0,0,0,0,1,2,84.5,453.75,1,422.5,Low Value
0,0,0,1,4,1,0,2,1,1,1,1,1,1,1,1,3,20.4,84.75,0,81.6,Low Value
1,0,1,1,65,1,2,2,1,1,1,1,1,1,2,0,1,24.75,1715.1,0,1608.75,Medium Value
1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,25.35,1715.15,0,1774.5,Medium Value
1,0,0,0,18,1,2,1,0,0,2,0,0,2,0,1,1,90.7,1597.25,1,1632.6000000000001,Medium Value
1,0,0,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.0,1250.1,0,1240.0,Medium Value
0,0,1,1,66,1,0,0,2,0,0,0,2,0,2,1,2,59.75,3996.8,0,3943.5,Medium Value
0,0,1,1,65,1,2,0,2,2,0,2,2,2,2,1,0,82.5,5215.1,0,5362.5,High Value
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,235.5,1,210.89999999999998,Low Value
0,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,20.35,673.2,0,691.9000000000001,Low Value
1,0,1,1,16,1,2,1,0,0,2,0,2,0,0,1,0,90.8,1442.2,0,1452.8,Medium Value
0,0,0,0,54,1,2,1,2,0,2,0,2,2,1,1,0,103.95,5639.05,1,5613.3,High Value
0,1,0,0,50,1,2,1,0,0,2,2,2,2,0,1,2,104.95,5222.35,0,5247.5,High Value
1,0,1,0,71,1,0,1,0,2,2,2,2,2,2,1,2,105.25,7291.75,0,7472.75,High Value
0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,2,74.75,799.65,1,747.5,Low Value
0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,50.8,50.8,1,50.8,Low Value
1,0,0,0,18,1,2,2,1,1,1,1,1,1,1,0,3,23.75,424.5,0,427.5,Low Value
1,0,0,0,4,1,0,0,0,0,0,2,2,0,0,1,2,61.3,249.4,0,245.2,Low Value
0,0,1,1,58,1,2,0,2,0,2,2,2,0,2,0,3,75.8,4415.75,0,4396.4,Medium Value
0,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,98.0,5270.6,0,5488.0,High Value
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.25,144.55,1,160.5,Low Value
1,0,1,0,32,1,2,1,0,0,2,0,0,0,0,1,2,78.9,2447.95,1,2524.8,Medium Value
1,0,1,1,56,0,1,0,2,2,0,2,2,0,1,1,3,52.0,2884.9,0,2912.0,Medium Value
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.75,3050.15,1,3051.0,Medium Value
0,0,0,0,4,1,2,0,0,0,0,2,2,0,0,1,3,64.4,253.0,0,257.6,Low Value
1,0,0,0,53,1,2,1,0,0,0,0,2,0,0,0,0,85.45,4517.25,1,4528.85,Medium Value
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,45.8,436.2,0,458.0,Low Value
1,0,0,0,4,0,1,0,0,0,0,2,0,0,0,0,2,30.5,118.4,0,122.0,Low Value
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,1,19.9,Low Value
0,0,1,0,51,1,0,1,0,0,0,0,0,0,0,0,3,69.15,3649.6,0,3526.65,Medium Value
1,1,0,0,12,1,2,1,0,0,2,0,2,2,0,1,2,99.45,1200.15,1,1193.4,Medium Value
0,0,0,0,6,0,1,0,0,0,0,2,2,2,1,1,3,49.25,255.6,0,295.5,Low Value
1,0,1,1,63,0,1,0,0,2,2,2,0,0,2,0,0,39.35,2395.05,0,2479.05,Medium Value
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.6,70.6,1,70.6,Low Value
0,0,1,0,48,1,2,1,0,2,0,2,2,2,0,1,1,105.1,5083.55,0,5044.799999999999,High Value
0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,1,81.0,389.6,1,405.0,Low Value
0,0,0,1,35,1,0,2,1,1,1,1,1,1,1,1,1,20.1,644.5,0,703.5,Low Value
1,0,0,0,6,1,0,1,0,2,0,0,2,0,0,1,2,84.85,523.5,1,509.09999999999997,Low Value
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.75,39.3,0,39.5,Low Value
0,0,0,0,50,1,0,2,1,1,1,1,1,1,1,0,0,19.75,989.05,0,987.5,Low Value
0,0,0,0,33,1,0,1,0,0,0,0,0,0,0,1,0,70.4,2406.1,0,2323.2000000000003,Medium Value
1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,3,20.45,638.55,0,633.9499999999999,Low Value
0,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,20.35,191.1,0,183.15,Low Value
0,0,1,1,54,1,2,0,0,2,2,2,2,2,0,1,2,86.2,4524.05,0,4654.8,Medium Value
0,0,0,0,46,1,0,1,2,2,2,0,2,0,1,1,1,95.65,4664.2,0,4399.900000000001,Medium Value
1,0,0,1,34,1,2,1,2,2,0,0,2,2,1,1,2,103.8,3470.8,0,3529.2,Medium Value
1,0,1,1,71,1,2,1,2,0,0,0,2,2,2,1,2,97.2,6910.3,0,6901.2,High Value
0,0,1,1,63,1,0,0,2,2,2,2,0,0,2,0,3,63.55,4014.2,0,4003.6499999999996,Medium Value
0,0,0,0,51,1,2,2,1,1,1,1,1,1,2,0,0,24.95,1288.0,0,1272.45,Medium Value
0,1,0,0,26,1,2,1,0,2,0,0,2,0,0,1,2,89.15,2277.65,1,2317.9,Medium Value
0,0,1,0,64,1,0,1,2,0,2,0,2,2,2,1,0,99.0,6375.8,0,6336.0,High Value
0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1,24.8,Low Value
